Price,Close,High,Low,Open,Volume
Ticker,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS
Date,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS
2019-01-01,406.7065734863281,411.6315177163412,403.04804921250394,405.7215960915537,8487116
2019-01-02,412.8041076660156,413.8829278346564,402.6728056608947,403.8454113850092,9656878
2019-01-03,409.09869384765625,416.1343282455359,407.128710490636,414.680279959799,9479511
2019-01-04,406.9410400390625,412.66336114985506,405.440127758518,411.91290500958286,6228693
2019-01-07,404.1268310546875,410.8810515728666,402.7197041657393,410.03678116511173,4118235
2019-01-08,420.3087463378906,421.19993805895257,405.5808369500858,406.9410422903626,12368631
2019-01-09,420.9654541015625,425.5620628051356,416.22813843699555,422.6071021119864,9034282
2019-01-10,417.0723571777344,420.2618386202211,413.17931238934324,417.54139940833727,3672333
2019-01-11,416.8847961425781,421.9035545459484,414.25817067834515,417.4945454151961,3778103
2019-01-14,422.9354248046875,424.0142163108381,416.27501877861596,419.3237935640368,5784064
2019-01-15,424.4363708496094,426.35943274740754,421.6690099449058,425.1868270467821,4291873
2019-01-16,425.7027587890625,429.0798689061814,419.46450223592365,423.4513615870061,5879148
2019-01-17,400.139892578125,427.2036334608045,396.34066217887863,426.82840542340773,8343750
2019-01-18,366.55657958984375,397.84170861506476,347.2789513467122,397.7947872053887,82906214
2019-01-21,373.6390380859375,381.37823506982306,365.899841102052,365.94676250303667,48936782
2019-01-22,393.01055908203125,397.27883260924955,384.0518338735046,385.5527749761548,38255365
2019-01-23,404.31439208984375,407.50387344800214,386.16245251982593,391.83788053690523,26921274
2019-01-24,396.8097229003906,410.88098966990805,391.2750303633269,404.31439851079995,18446490
2019-01-25,396.2469177246094,403.1418450585545,393.3857712295227,399.0611714422956,8720973
2019-01-28,386.2563781738281,398.45147936693013,384.7554369167547,397.7479158365589,5809082
2019-01-29,396.2469177246094,398.4514221957441,381.0968576033456,385.0837170367344,7472930
2019-01-30,392.07244873046875,399.6240178991669,390.43080076961536,397.74784880104875,4351530
2019-01-31,397.23193359375,404.64279617590773,388.08560878352546,393.05744569067593,16672076
2019-02-01,397.0443115234375,401.50021342476373,391.18128270590296,395.12124952251435,3950126
2019-02-04,389.1174621582031,396.809766964294,383.8642115500197,396.15309632423674,3679517
2019-02-05,384.5207824707031,392.58831388182034,381.37819406527177,389.1173902170639,3523707
2019-02-06,390.8060302734375,393.0574274736874,378.3294885491022,384.6146665016989,5638849
2019-02-07,407.9729309082031,418.1980459214002,395.0273766534129,396.8097314235556,18187249
2019-02-08,404.361328125,408.9110438539652,398.2168858603607,407.12868895970917,6133747
2019-02-11,402.01611328125,406.7534573275319,394.7928795878537,405.48703748830536,4945054
2019-02-12,409.5677185058594,416.5095384205888,397.7947402768147,400.74972949914525,8559968
2019-02-14,413.6014404296875,417.3537783399193,402.10990557960264,405.25249430503504,9040227
2019-02-15,396.7160339355469,413.46085240164825,390.66540449187966,413.46085240164825,10206627
2019-02-18,388.976806640625,401.5002428379368,387.71038659764787,398.2169464595892,6210412
2019-02-19,388.0386657714844,396.24690552876615,386.81916731591554,391.3219616743971,4742270
2019-02-20,396.2000427246094,398.1700261409963,390.2900924754487,392.11936892525165,4385350
2019-02-21,403.09490966796875,405.2524925055449,396.5283183542215,398.87352953770267,4736317
2019-02-22,403.8453674316406,409.70839541409765,401.92230570462124,404.3144096702372,4373261
2019-02-25,409.09869384765625,411.5846122759598,401.0311606791403,404.6896848404238,4849697
2019-02-26,408.77032470703125,412.7571838694062,396.66904026920076,403.8453810358622,5255113
2019-02-27,415.2900390625,423.68587855410465,409.0048611667379,409.47390343871814,12232682
2019-02-28,417.5882873535156,423.5451293389343,414.7271412311344,418.9485212577683,10862473
2019-03-01,419.6520690917969,423.0760714835117,417.49445775883385,420.16800406920953,5608805
2019-03-05,427.6727294921875,428.6108140177804,417.77594919840953,420.1211605123918,5251255
2019-03-06,432.0348205566406,440.2899816302771,419.27689380041085,428.70463191313775,13004184
2019-03-07,422.9822998046875,434.3331281005308,421.0123166082077,431.0498323157536,10701581
2019-03-08,426.7816162109375,429.54894870777576,419.6052458496131,421.6690434981629,5040326
2019-03-11,431.0029296875,432.879098664478,425.89035777400824,427.76652675098626,4628360
2019-03-12,441.18109130859375,442.4475110013037,433.3950020732227,434.3330864932946,8660320
2019-03-13,428.235595703125,445.59015982252873,424.4832575151458,443.71399072853916,7156428
2019-03-14,437.2881164550781,439.49262091956274,427.7665637979095,428.6108341850547,8039525
2019-03-15,435.59954833984375,440.85282732622966,433.67645791575626,437.3350104105338,5877969
2019-03-18,436.1155090332031,440.8059318634765,430.25248049536145,437.14740778147706,3785329
2019-03-19,439.9147644042969,445.82468566146974,437.7571527466111,438.5545303455804,6725926
2019-03-20,445.3555908203125,447.2786524837396,437.1473519163046,441.6032530356232,4235163
2019-03-22,443.9485168457031,449.999173692926,440.2899927969941,446.3406210161482,6125288
2019-03-25,435.8809509277344,440.38377363978594,432.64457662614103,439.492581926382,4043446
2019-03-26,440.7120361328125,442.30679105124295,433.488803487605,438.0854112851123,3843580
2019-03-27,436.0686340332031,447.79469158691904,431.28439682567296,442.58830485622707,6016947
2019-03-28,446.0122985839844,450.09294336273217,436.2093038526283,436.2093038526283,10590187
2019-04-01,449.2018127441406,454.2674638168979,446.153037819195,451.1717961135656,3583589
2019-04-02,440.6183166503906,453.93909984363313,438.1792911387054,452.15674495634823,4034802
2019-04-03,433.39501953125,444.55821885416907,430.7214731007363,441.8377796519886,4715586
2019-04-04,436.772216796875,440.8059693224643,431.0498947320539,434.3331909922545,4151406
2019-04-05,434.4738464355469,440.8997312225962,432.92601267920884,438.17929179811296,2205935
2019-04-08,433.81719970703125,438.2731011973871,431.94103065846036,435.8340757086314,2274003
2019-04-09,441.7909240722656,443.15112947383113,426.64083589997404,428.93915446643973,4345243
2019-04-10,442.72894287109375,450.186696654713,438.41374891678856,439.02349804957794,3887388
2019-04-11,436.7252197265625,441.7439774375719,433.0198031945585,436.4438058328136,4429596
2019-04-12,436.2562255859375,439.49262886122347,433.67649297255787,438.0855019811982,3332732
2019-04-15,430.2524719238281,437.8978552592478,429.1736804199709,436.4907284381987,3770497
