Price,Close,High,Low,Open,Volume
Ticker,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS
Date,,,,,
2019-01-01,401.6990966796875,403.8543919941916,398.7695829553773,402.59888611234436,717468
2019-01-02,396.0493469238281,402.598913266548,393.03615303882907,401.34340730002026,2270096
2019-01-03,396.88629150390625,401.76184916158473,395.484320268435,397.5768298994849,2809224
2019-01-04,390.1903381347656,397.80707981232666,387.11435858389274,395.9029007787703,3077278
2019-01-07,394.0405578613281,397.57690491370124,391.6760368581057,393.35004487879496,2344752
2019-01-08,395.5471496582031,396.73987006289434,390.50418045322226,396.73987006289434,3031576
2019-01-09,392.7222900390625,396.9700700457453,390.1694124934189,396.3213970494212,2471720
2019-01-10,391.6550598144531,394.64735912803826,390.043837441497,394.64735912803826,1832096
2019-01-11,393.4127502441406,393.81033220253323,385.0217913138476,391.2993205200516,4331368
2019-01-14,392.2201232910156,395.0659321000177,388.36989935255974,393.8104259598693,1956808
2019-01-15,396.6142883300781,400.0460093007424,388.7882970483188,388.7882970483188,3693892
2019-01-16,392.6595153808594,399.33462762549743,392.0317623586677,396.7399100251049,1701242
2019-01-17,399.5439147949219,400.5064644074006,390.5042551311971,391.3412592365417,3690234
2019-01-18,404.39849853515625,405.42383359717894,396.04937809202323,396.9910076410231,4685056
2019-01-21,404.1683349609375,410.75974192509466,402.6198723432301,405.5493865495221,3265418
2019-01-22,393.7057189941406,403.6660605366148,392.1363366436458,402.5988856469448,4791592
2019-01-23,395.2541809082031,397.55594168632524,392.84779464016634,396.53060677649523,5641586
2019-01-24,396.0912170410156,399.1253564953022,393.0779975777468,395.4425440594557,2954782
2019-01-25,405.69586181640625,408.3324193909185,395.94474447410573,397.158410529729,4310008
2019-01-28,409.21124267578125,410.1319521668635,403.39408031288457,407.2024382228145,3029930
2019-01-29,413.66827392578125,416.346671185577,402.2222298151712,409.2949232668705,4733138
2019-01-30,426.2023620605469,433.14948365841263,419.12966945304373,426.03495107658364,14053348
2019-01-31,420.6782531738281,428.19036985508774,412.9568854738334,426.70466718739834,9058428
2019-02-01,436.853271484375,439.42706881907714,422.89624099207373,422.9380809717709,6460222
2019-02-04,437.2508239746094,442.69134890380093,435.3675653452739,437.33450392347146,4133944
2019-02-05,439.326416015625,442.3663745134664,436.70576213817554,438.8022852401351,2368564
2019-02-06,442.45025634765625,446.5384767788634,438.21528952251543,440.68919725115046,2331000
2019-02-07,445.6788635253906,451.92651221748724,442.78565158774666,442.78565158774666,3251088
2019-02-08,448.0060119628906,451.1717823968763,443.6452847536126,444.4629083091904,3733802
2019-02-11,452.576416015625,454.5261926694477,445.7207959479916,447.8592392005592,3157886
2019-02-12,443.9597473144531,452.1781075403835,441.42293391711024,451.1717662263696,2788882
2019-02-14,445.0080261230469,448.6559559451909,443.22598143821784,448.6559559451909,1970720
2019-02-15,443.309814453125,447.5447809255611,436.70576661426315,447.0625703702387,2492120
2019-02-18,438.7184143066406,449.49452182810285,432.9319904734293,444.7983308798752,2550698
2019-02-19,435.6784362792969,440.7729458845284,434.5462832234142,439.4311917271565,1837440
2019-02-20,443.6033020019531,445.09185387596193,430.2065398744578,437.06216017061575,2558354
2019-02-21,441.69549560546875,445.09185278023995,437.1669852493432,444.46289585214726,2603154
2019-02-22,447.0416564941406,448.8656214588418,437.7540483914347,437.83788884638574,2844492
2019-02-25,453.7925109863281,454.9455989098323,445.69990981296377,448.9076010007338,2340940
2019-02-26,443.980712890625,459.53690497511207,442.3454145390449,453.10058891463626,3726370
2019-02-27,444.6095886230469,446.97866967014016,435.238141761356,444.462842261115,3325110
2019-02-28,441.9051208496094,448.6349288572349,439.3054016619297,448.6349288572349,6661660
2019-03-01,441.3600158691406,445.04991685766043,437.6491803612103,442.36635715552273,2295910
