Price,Close,High,Low,Open,Volume
Ticker,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS
Date,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS
2019-01-01,116.86479949951172,119.04718007486828,116.41759006690589,118.33164498269896,4036542
2019-01-02,116.47125244140625,118.52841575697826,115.55894232037207,117.63399692412086,8822139
2019-01-03,116.45336151123047,117.3298890586057,115.57683396385524,116.99001281259468,9446080
2019-01-04,116.07770538330078,116.93634894117528,114.36042554635107,116.09559667194789,6414073
2019-01-07,116.00616455078125,116.90058348243569,115.30852069561074,116.66803310444556,5076276
2019-01-08,116.47125244140625,117.16889621951537,115.41583385135506,116.27447738665798,5559089
2019-01-09,117.70555114746094,118.99351285071673,116.11348848741964,116.11348848741964,10474346
2019-01-10,116.54280853271484,118.43897945931626,115.5589477701725,118.3495375718124,8265043
2019-01-11,117.59821319580078,118.0275385986462,115.73782495320098,116.48913530968171,4263836
2019-01-14,111.82027435302734,118.45686542700042,111.39095619743428,118.08121386055639,18435523
2019-01-15,117.99176025390625,118.88617905490072,112.71468204924,114.12786812209058,40188776
2019-01-16,120.40669250488281,121.56943696054778,117.7234360687329,118.70729676198786,26390100
2019-01-17,119.99526977539062,121.14012305186775,118.63575014062438,120.56769641362919,14104487
2019-01-18,123.84126281738281,124.32425484108418,119.27973375659951,120.20992794655845,26911902
2019-01-21,120.85389709472656,123.39403768516195,119.20816072310015,121.6409827064446,41658250
2019-01-22,123.96646881103516,125.075553892536,120.2099100323733,120.49612694607644,17817926
2019-01-23,125.77320861816406,127.29372063783028,124.50313096080559,124.73567403489172,26499796
2019-01-24,125.84475708007812,126.29196649004572,123.96647755821421,125.29021450019872,11281453
2019-01-25,126.45297241210938,128.20604222014853,124.50314208884093,124.59258398034498,13964137
2019-01-28,127.06118774414062,129.76232119647753,126.73918820314725,126.77497078245742,18399880
